race_date,race_city,race_no,result,horse_name,horse_accessories,horse_age,horse_sex,horse_origin,horse_sire,horse_dam,hors_broodmare_sire,jockey_weight,jockey_name,horse_owner,horse_trainer,horse_race_degree,horse_win_value,horse_psf_rate,horse_psf_rank,Horse_starting_box_no,horse_margin,horse_late_start,horse_rate,race_type,race_sex_group,race_age_group,race_race_group,race_length,race_track_type,race_track_condition,best_rating
2024-01-10,Şanlıurfa,7,8,MY FUTURE,KG K,3y,f,BARUDİ- NO WOMAN NO CRY / AKINDAYIM (IRE),BARUDİ,NO WOMAN NO CRY,AKINDAYIM (IRE),59,MEHMET DOĞAN,BAHRİ ÇİZİK,ABDULKADİR ÇİZİK,1.35.65,31.4,2,11,6,,,33,Handicap 13,Undefined,3 Years Old,English,1400,Dirt,Good Going,1.24.64
2024-01-10,Şanlıurfa,7,9,ALTINIŞIĞIM,SKG SK,3y,m,AFTER MARKET (USA)- QUEEN OF THE STORM / INDIGO RED (GB),AFTER MARKET (USA),QUEEN OF THE STORM,INDIGO RED (GB),60,MEHMET ALİ AKTÜRK,MUSTAFA ÜNLÜ,MEHMET ALİ SUBAY,1.37.00,8.2,9,4,11,,,35,Handicap 13,Undefined,3 Years Old,English,1400,Dirt,Good Going,1.24.64
2024-01-10,Şanlıurfa,7,10,DOĞU LODOSU,KG K DB,3y,m,HEMSWORTH (USA)- BLACK TULIP / STATUE OF LIBERTY (USA),HEMSWORTH (USA),BLACK TULIP,STATUE OF LIBERTY (USA),58,MENDERES AVŞAR,SALİH YILDIZER,OSMAN DEMİR,1.37.09,38.1,1,12,9,,,31,Handicap 13,Undefined,3 Years Old,English,1400,Dirt,Good Going,1.24.64
2024-01-10,Şanlıurfa,7,11,SUPER TROUPER,KG K,3y,f,SUPER SAVER (USA)- SUKİ / AFTER MARKET (USA),SUPER SAVER (USA),SUKİ,AFTER MARKET (USA),58,NECMİ ALTIN,SEYDİ AKYILDIRIM,MURAT KILINÇ,1.37.18,7.6,12,2,12,,,31,Handicap 13,Undefined,3 Years Old,English,1400,Dirt,Good Going,1.24.64
2024-01-10,Şanlıurfa,7,12,GÖK PERİSİ,KG K,3y,f,KAFKASLI- SUZY PEPPER / KURTARAN (IRE),KAFKASLI,SUZY PEPPER,KURTARAN (IRE),57,İSA AKYAVUZ,MEHMET BECENE,SALİH BECENE,1.37.56,11.2,5,7,10,,,30,Handicap 13,Undefined,3 Years Old,English,1400,Dirt,Good Going,1.24.64
2024-01-10,Şanlıurfa,7,13,DAYTIME SON,K DB,3y,m,PIANO SONATA- BIG SEA / ALWAYS A CLASSIC (CAN),PIANO SONATA,BIG SEA,ALWAYS A CLASSIC (CAN),57,YUNUS ÇELİKBAŞ,NEJMİ GÜNDÜZ,NEJMİ GÜNDÜZ,1.38.07,12.35,4,9,2,,,33,Handicap 13,Undefined,3 Years Old,English,1400,Dirt,Good Going,1.24.64
2024-01-10,Şanlıurfa,7,14,AZİMUT,KG SK,3y,m,PERFECTO- FATMA IN MY HEART / LUXOR,PERFECTO,FATMA IN MY HEART,LUXOR,57,YUSUF CENGİZ,MEHMET ŞİRİN ÇİZİK,VELİ ÇİZİK,1.45.06,38.0,1,13,3,,,30,Handicap 13,Undefined,3 Years Old,English,1400,Dirt,Good Going,1.24.64
2024-01-10,Şanlıurfa,8,1,PRENSES OVA,KG K DB,4y,f,OVA- MATRAKIZI / SAĞANAK,OVA,MATRAKIZI,SAĞANAK,59,AZİZ AKDEMİR,NAİF KARAKEÇİ,MEHMET ALİ SUBAY,1.26.86,9.45,6,6,13,"1,5 Lengths",,37,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,2,SAÇANINSESİ,KG K,4y,f,DİZDAR BEY- SAÇANIM / BOZDAĞ,DİZDAR BEY,SAÇANIM,BOZDAĞ,55,MEHMET ŞAKİR,GÜNAYDIN SAÇAN,SALİH BECENE,1.27.19,58.7,1,16,1,"4,5 Lengths",,34,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,3,MÜBERREM,KG,4y,f,SERHANTAY- İZLİ / SAĞANAK,SERHANTAY,İZLİ,SAĞANAK,58,İSA AKYAVUZ,NUSRET DOĞAN,MAHMUT DOĞAN,1.28.06,4.7,17,3,8,4 Lengths,,34,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,4,BAHELE,KG DB SK,4y,f,SAADIN GÜCÜ- ALŞAHİDE / KOŞAYALP,SAADIN GÜCÜ,ALŞAHİDE,KOŞAYALP,58,YUSUF CENGİZ,DOĞUKAN SÖNMEZ,HARUN DEĞİRMENCİ,1.28.88,6.15,18,2,9,"1,5 Lengths",,40,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,5,AK KATMERLİ,KG K,4y,f,UÇANOĞLU- AK KATMER / BEYEFENDİ,UÇANOĞLU,AK KATMER,BEYEFENDİ,58,SAMİ KAPLAN,BATURHAN AKSOY,UĞUR YILDIZ,1.29.08,14.85,3,10,14,,,35,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,6,CANATEŞ KIZI,DB,4y,f,ENDEREFE- CANATEŞ / BOZDAĞ,ENDEREFE,CANATEŞ,BOZDAĞ,58,İSA KATAR,İBRAHİM HALİL ALTINTEN,VEDAT ÖNDER,1.29.09,64.8,1,14,17,,,29,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,7,CAN HATİCE,SK,4y,f,ENDEREFE- CENGİZGÜLÜ / ŞENTAY,ENDEREFE,CENGİZGÜLÜ,ŞENTAY,61,MEHMET EMİN DOĞAN,SEYDİ AHMET CENGİZ,FATİH BAKAY,1.29.30,10.4,8,4,15,,,43,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,8,BALAM HANIM,K,4y,f,TAMERİNOĞLU- ÖZGÜL / ÖZGÜN,TAMERİNOĞLU,ÖZGÜL,ÖZGÜN,54,LEVENT TAPTIK,SELİM KAYA,RESUL KAYA,1.30.65,38.2,2,11,11,,,34,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,9,SEÇKİN KIZI,KG DB SK,4y,f,ŞİMŞEĞİM- ŞİVANKIZI / RİKARDO,ŞİMŞEĞİM,ŞİVANKIZI,RİKARDO,54,MENNAN BAL,ŞEYHMUS KARAKAN,OSMAN DEMİR,1.30.66,81.25,1,18,12,,,29,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,10,KÜÇÜK WESME,KG DB SK,4y,f,KARAKEMAL- ALBİYE / KALAMIŞ,KARAKEMAL,ALBİYE,KALAMIŞ,58,NECMİ ALTIN,BİLAL DOĞAN,SERVET DOĞAN,1.31.28,20.4,3,9,16,,,34,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,11,AKTAŞINKIZI,DB SKG SK,4y,f,AKTAŞOĞLU- MY AFRODİTE / BAYKAN.1,AKTAŞOĞLU,MY AFRODİTE,BAYKAN.1,60,REMZİ DOĞAN,MEHMET AKTAŞ,MAHSUM BARCİN,1.32.00,44.75,1,15,5,,,29,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,12,CAN EFTELYA,KG DB SK,4y,f,SARRAF- NESLİHATUN / ÖZGÜNHAN,SARRAF,NESLİHATUN,ÖZGÜNHAN,58,FERİT YARDIMCI,ULAŞ ÖZDEN,EYYÜP YARDIMCI,1.32.02,3.8,19,1,7,,,39,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,13,AYAZLIM,KG K,4y,f,SERHANTAY- HABER KARTALI / HABERBATUR,SERHANTAY,HABER KARTALI,HABERBATUR,57,FETHULLAH FELHAN,MAHMUT KARAKEÇİLİ,MAHMUT DOĞAN,1.32.61,26.9,5,8,18,,,29,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,14,NAZLI ÇOCUK,KG K,4y,f,TURBO- FERAHGÜL / BEN ANADOLU,TURBO,FERAHGÜL,BEN ANADOLU,58,MEHMET ALİ AKTÜRK,FEHMİ DEMİR,İBRAHİM ATMACA,1.32.63,8.95,6,7,2,,,42,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,15,PRENSES DİLARA,KG K,4y,f,BERKCAN- TOŞURKIZI / TOŞUR,BERKCAN,TOŞURKIZI,TOŞUR,59,ABDULLAH ÇANKAYA,FAİK AY,OSMAN DEMİR,1.34.03,13.8,6,5,6,,,35,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,16,YOLLAR SENİN,KG K,4y,f,JOKER- CANYELDA / YELHAN,JOKER,CANYELDA,YELHAN,58,MENDERES AVŞAR,İSMAİL GÜRLER,ORHAN GÖRMEZ,1.34.25,32.8,2,12,10,,,37,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,17,SAADIN FIRTINASI,KG K DB,4y,f,SAADIN GÜCÜ- EZGİLİ / DEMİRKAZIK,SAADIN GÜCÜ,EZGİLİ,DEMİRKAZIK,56,İZETTİN GÜREKE,SERHAT ŞAHİN,CENGİZ ŞAHİN,1.34.74,118.05,1,17,3,,,32,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-10,Şanlıurfa,8,18,ALANZA KIZI,KG SK,4y,f,JOKER- ALANZA / BOZDAĞ,JOKER,ALANZA,BOZDAĞ,55,YUNUS ÇELİKBAŞ,MEHMET KARAKEÇİ,VEDAT ÖNDER,1.37.93,36.4,1,13,4,,,33,Condition 3,Female,4 Years Old,Arabian,1200,Dirt,Good Going,1.20.38
2024-01-11,İzmir,1,1,COOL FARUK,KG SK,4y,m,UÇANBEY- MELİSKIZ / HİSARHAN,UÇANBEY,MELİSKIZ,HİSARHAN,57,MERT UYAR,FARUK ATEŞ,MUSTAFA KAYA,1.22.98,3.0,22,1,4,6 Lengths,,49,Handicap 14,Undefined,4 Years Old,Arabian,1200,Dirt,Good Going,1.19.36
2024-01-11,İzmir,1,2,GÜRKAN BEY,DB SK,4y,m,OVA- BERGÜZAR / ALAZ,OVA,BERGÜZAR,ALAZ,57,MERTCAN AKIN,MEHMET ALTIN,İBRAHİM HALİL BAYDAN,1.23.97,4.95,17,3,5,"1,5 Lengths",,47,Handicap 14,Undefined,4 Years Old,Arabian,1200,Dirt,Good Going,1.19.36
2024-01-11,İzmir,1,3,KIVIRCIK MEMET,KG,4y,m,TAMERİNOĞLU- KALPKIRAN / UÇANBEY,TAMERİNOĞLU,KALPKIRAN,UÇANBEY,55,ERHAN AKTUĞ,ERKAN BAL,ERCAN ATEŞ,1.24.24,7.75,7,6,2,1 Lengths,,39,Handicap 14,Undefined,4 Years Old,Arabian,1200,Dirt,Good Going,1.19.36
2024-01-11,İzmir,1,4,KRALEMİR,KG DB SK,4y,m,UÇANOĞLU- FERİSU / BAMKA.3,UÇANOĞLU,FERİSU,BAMKA.3,55,MUSTAFA ÇİÇEK,MEHMET GÖNÜLTAŞ,NURETTİN GÖNÜLTAŞ,1.24.38,3.5,21,2,1,3 Lengths,,39,Handicap 14,Undefined,4 Years Old,Arabian,1200,Dirt,Good Going,1.19.36
2024-01-11,İzmir,1,5,OĞLUM YUNUS,KG DB SK,4y,m,SAADIN GÜCÜ- CAN ZEHRA / ÇORUH,SAADIN GÜCÜ,CAN ZEHRA,ÇORUH,59,ALİCAN İNCİ,CEZMİ ATİK,MEHMET KAYA,1.24.88,7.05,13,4,8,,,47,Handicap 14,Undefined,4 Years Old,Arabian,1200,Dirt,Good Going,1.19.36
2024-01-11,İzmir,1,6,FERMANDER,KG SK,4y,m,SULTAN DE FAUST (FR)- ÇOBANHADİSE / DİNÇERBEY,SULTAN DE FAUST (FR),ÇOBANHADİSE,DİNÇERBEY,55,MUHARREM OK,MUSTAFA ÖZYAZICI,HASAN TOP,1.24.89,10.65,5,7,10,,3 Lengths,42,Handicap 14,Undefined,4 Years Old,Arabian,1200,Dirt,Good Going,1.19.36
2024-01-11,İzmir,1,7,CÖMERTSOY,KG SK,4y,m,CÖMERTKAN- YEGAH / KARA YAĞIZ,CÖMERTKAN,YEGAH,KARA YAĞIZ,51,ALİBERK METİN,MEHMET EMİN ÇÖKMEZ,MEHMET KAYA,1.25.70,14.4,8,5,3,,,37,Handicap 14,Undefined,4 Years Old,Arabian,1200,Dirt,Good Going,1.19.36
2024-01-11,İzmir,1,8,BAĞLARBAŞI,KG DB SK,4y,f,KURTEL- YILDIZ KÖŞKÜ / ÖZGÜNHAN,KURTEL,YILDIZ KÖŞKÜ,ÖZGÜNHAN,53,İSMAİL DİNAR,FATMA BANU GÜVENÇ,HAKKI TARIK DİKENCİK,1.26.01,34.5,2,9,7,,,36,Handicap 14,Undefined,4 Years Old,Arabian,1200,Dirt,Good Going,1.19.36
2024-01-11,İzmir,1,9,COŞKUNKAN,SK ÖG,4y,m,ONURKAAN- GÖNÜLALAN / ATEŞTOPU,ONURKAAN,GÖNÜLALAN,ATEŞTOPU,55,MÜRSEL KAYİŞ,MAHMUT AKİBÜN YÜZÜCÜ,İBRAHİM HALİL BAYDAN,1.26.18,33.55,3,8,6,,,40,Handicap 14,Undefined,4 Years Old,Arabian,1200,Dirt,Good Going,1.19.36
2024-01-11,İzmir,1,10,CAKİHANIM,KG,4y,f,ANKA- TOŞUR HANIM / TOŞUR,ANKA,TOŞUR HANIM,TOŞUR,54,BEKİR MERT MIRIK,ALİ GALİP MERCAN,HIDIR DURMUŞ,1.28.77,34.35,2,10,9,,3 Lengths,37,Handicap 14,Undefined,4 Years Old,Arabian,1200,Dirt,Good Going,1.19.36
2024-01-11,İzmir,2,1,SILENT DESTINY,KG DB SK,3y,m,LAST EXIT- ROSE DE NORMANDIE (FR) / GREEN TUNE (USA),LAST EXIT,ROSE DE NORMANDIE (FR),GREEN TUNE (USA),58,BEKİR MERT MIRIK,OZAN YARALI,MEHMET TAMER,1.45.02,2.7,19,1,1,"4,5 Lengths",,0,Maiden,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,2,2,SON OF SAVER,KG,3y,m,SUPER SAVER (USA)- RED REGENT / ALWAYS A CLASSIC (CAN),SUPER SAVER (USA),RED REGENT,ALWAYS A CLASSIC (CAN),58,ALİ YILDIZ,ERHAN AK,İBRAHİM HALİL BAYDAN,1.45.70,8.75,10,5,3,Lengthsun,,35,Maiden,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,2,3,CANDY PALAZ,KG,3y,f,KANEKO- MOON WATER / EAGLE EYED (USA),KANEKO,MOON WATER,EAGLE EYED (USA),56,ÖZCAN YILDIRIM,ALİ GÜRER,FAHRETTİN CEYLAN,1.45.76,6.65,18,2,7,"3,5 Lengths",,35,Maiden,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,2,4,BATMAN ÇOCUĞU,SKG SK,3y,m,LION HEART (USA)- MUZAFFER SULTAN / UNACCOUNTED FOR (USA),LION HEART (USA),MUZAFFER SULTAN,UNACCOUNTED FOR (USA),58,MUHAMMED MİR BİLGİN,ŞEHABETTİN DOYAN,ÜMÜT BULUT,1.46.28,6.1,10,6,8,12 Lengths,,0,Maiden,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,2,5,MERT ABİ,KG SK,3y,m,MAXIMUS DREAM- PEKİN GOLD / KURTINIADIS (IRE),MAXIMUS DREAM,PEKİN GOLD,KURTINIADIS (IRE),58,GÖKHAN GÖKÇE,ADEM AKTAŞ,İBRAHİM HALİL BAYDAN,1.48.25,5.7,15,4,2,,,37,Maiden,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,2,6,AKYAVUZ,KG K DB,3y,m,DAREDEVIL (USA)- HIZ DELİSİ / OKAWANGO (USA),DAREDEVIL (USA),HIZ DELİSİ,OKAWANGO (USA),54,HÜSEYİN TURAN,ZEKİYE DOĞANTÜRK,MEHMET YAPAROĞLU,1.48.32,32.45,3,8,5,,"1,5 Lengths",23,Maiden,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,2,7,PERFECT ILLUSION,DB SK,3y,f,CORINTHIAN (USA)- AMANOS / VICTORY GALLOP (CAN),CORINTHIAN (USA),AMANOS,VICTORY GALLOP (CAN),56,MERTCAN AKIN,BURHAN ŞEN,BAŞOL ÖZGÜR,1.48.44,39.55,1,10,4,,,28,Maiden,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,2,8,WESTERN EXPRESS,SKG SK,3y,f,GENERAL QUARTERS (USA)- ANAVARZA / UNACCOUNTED FOR (USA),GENERAL QUARTERS (USA),ANAVARZA,UNACCOUNTED FOR (USA),56,ERHAN AKTUĞ,ERKAN BAL,ERCAN ATEŞ,1.49.26,32.1,1,9,6,,,28,Maiden,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,2,9,KRYPTONITE,SK,3y,f,HEMSWORTH (USA)- BOYUT / LION HEART (USA),HEMSWORTH (USA),BOYUT,LION HEART (USA),56,MUSTAFA ÇİÇEK,MEHMET ÖMÜR SEZERMAN,NURETTİN GÖNÜLTAŞ,1.49.39,5.55,16,3,9,,,36,Maiden,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,2,10,CAPO,KG DB,3y,m,SIDNEY'S CANDY (USA)- ARİN / SRI PEKAN (USA),SIDNEY'S CANDY (USA),ARİN,SRI PEKAN (USA),58,NEVZAT AVCİ,DAVUT AKBULUT,DAVUT AKBULUT,1.52.21,11.4,6,7,10,,,0,Maiden,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,2,11,MY NAME IS NOBODY,KG K,3y,m,HAKEEM (USA)- LEZGİN / MALİ,HAKEEM (USA),LEZGİN,MALİ,55,MÜRSEL KAYİŞ,ALİ ARAS,SEMİ YUDUM,1.53.37,89.95,1,11,11,,,18,Maiden,Undefined,3 Years Old,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,3,1,SEÇERHAN,KG SK,4y,m,ÖZGÜNHAN- PERİHAN ABLA / EMAEL (PL),ÖZGÜNHAN,PERİHAN ABLA,EMAEL (PL),50,İSMAİL DİNAR,SELİN İZEM DİKENCİK,HAKKI TARIK DİKENCİK,2.24.65,2.3,32,1,5,3 Lengths,,62,Handicap 17,Undefined,4 Years Old and Up,Arabian,2000,Dirt,Good Going,2.17.95
2024-01-11,İzmir,3,2,ALTINÜZÜM,KG DB SK,5y,m,KARAÜZÜM- ALTINYUMAK / ALTAHA,KARAÜZÜM,ALTINYUMAK,ALTAHA,58,HÜSEYİN ŞİMŞEK,HÜLYA TEMEL,MEHMET ALTUNBAŞ,2.25.12,6.0,12,5,6,1 Lengths,1 Lengths,72,Handicap 17,Undefined,4 Years Old and Up,Arabian,2000,Dirt,Good Going,2.17.95
2024-01-11,İzmir,3,3,BAŞPARMAK,KG,7y,m,KURTEL- KAFKAS KIZI / CAŞ,KURTEL,KAFKAS KIZI,CAŞ,60,MÜRSEL KAYİŞ,TARKAN HASAN ONAR,SEYİT GÖKÇE,2.25.27,4.55,14,4,4,"1,5 Lengths",,81,Handicap 17,Undefined,4 Years Old and Up,Arabian,2000,Dirt,Good Going,2.17.95
2024-01-11,İzmir,3,4,ŞAHSEKİN,,6y,m,FAZIL AĞA- KORKUT ELİF / RİKARDO,FAZIL AĞA,KORKUT ELİF,RİKARDO,60,KAANCAN GÖKÇE,CAHİT SEKİN,MEHMET KAYA,2.25.52,6.95,11,6,1,"3,5 Lengths",,81,Handicap 17,Undefined,4 Years Old and Up,Arabian,2000,Dirt,Good Going,2.17.95
2024-01-11,İzmir,3,5,HOLİGAN,SKG SK,8y,m,KAIZBERT (RU)- RÜYA HANIM / MURATAĞA,KAIZBERT (RU),RÜYA HANIM,MURATAĞA,60,İBRAHİM SEFA SÖĞÜT,BİLAL KESKİN,SEMİ YUDUM,2.26.09,7.05,16,2,2,,,82,Handicap 17,Undefined,4 Years Old and Up,Arabian,2000,Dirt,Good Going,2.17.95
2024-01-11,İzmir,3,6,SERDAREFE,KG K,4y,m,OYMAKBEYİ- ZÜLAL / SERGEN,OYMAKBEYİ,ZÜLAL,SERGEN,57,MUHAMMED MİR BİLGİN,MUSTAFA İLKADIM,YAKUP AKKILIÇ,2.30.59,4.25,15,3,3,,,77,Handicap 17,Undefined,4 Years Old and Up,Arabian,2000,Dirt,Good Going,2.17.95
2024-01-11,İzmir,4,1,DRAGON PULSE,DB SK,5y,m,AGRESIVO (USA)- ANOUCHKA / STRIKE THE GOLD (USA),AGRESIVO (USA),ANOUCHKA,STRIKE THE GOLD (USA),55,NEVZAT AVCİ,ENGİN ATEŞLER,MEHMET BULUT,1.26.50,1.4,69,1,1,"7,5 Lengths",,97,Condition 5,Undefined,4 Years Old and Up,English,1400,Dirt,Good Going,1.25.06
2024-01-11,İzmir,4,2,DEMS VICTORY,KG,5y,m,VICTORY GALLOP (CAN)- TONYA / UNACCOUNTED FOR (USA),VICTORY GALLOP (CAN),TONYA,UNACCOUNTED FOR (USA),55,ÖZCAN YILDIRIM,MEHMET DOĞAN,MEHMET GÜDÜCÜ,1.27.78,2.55,21,2,3,12 Lengths,4 Lengths,89,Condition 5,Undefined,4 Years Old and Up,English,1400,Dirt,Good Going,1.25.06
2024-01-11,İzmir,4,3,WIN FOR YOU,KG SK,5y,m,KANEKO- FEMME CELEBRE (IRE) / PEINTRE CELEBRE (USA),KANEKO,FEMME CELEBRE (IRE),PEINTRE CELEBRE (USA),55,MUSTAFA ÇİÇEK,SELİN ERDEMİRCİ,FAHRETTİN CEYLAN,1.29.68,4.05,10,3,2,,,75,Condition 5,Undefined,4 Years Old and Up,English,1400,Dirt,Good Going,1.25.06
2024-01-11,İzmir,5,1,MUĞLALI ADNAN,SKG SK,3y,m,DUTYFREE- ULU MANİTU / WIN RIVER WIN (USA),DUTYFREE,ULU MANİTU,WIN RIVER WIN (USA),55,BEKİR MERT MIRIK,BUSE ŞAMLI,FAHRETTİN CEYLAN,2.05.88,4.8,13,3,1,"1,5 Lengths",,43,Condition 5,Undefined,3 Years Old,English,1900,Dirt,Good Going,1.58.31
2024-01-11,İzmir,5,2,THUNDER,KG K,3y,m,CEMCEM- GELİNEFE / TOPOR,CEMCEM,GELİNEFE,TOPOR,56,MUHAMMED MİR BİLGİN,BÜLENT BENZER,BAŞOL ÖZGÜR,2.06.11,3.5,21,2,3,8 Lengths,,51,Condition 5,Undefined,3 Years Old,English,1900,Dirt,Good Going,1.58.31
2024-01-11,İzmir,5,3,COUNTACH,SK,3y,m,MYBOYCHARLIE (IRE)- REAL GIRL / DISTANT RELATIVE (IRE),MYBOYCHARLIE (IRE),REAL GIRL,DISTANT RELATIVE (IRE),58,AYHAN KURŞUN,GÜLİZAR YANIK,TUBA ÖZTÜRK TİMUR,2.07.46,1.25,64,1,4,45 Lengths,,65,Condition 5,Undefined,3 Years Old,English,1900,Dirt,Good Going,1.58.31
2024-01-11,İzmir,5,4,GEL KIZIM,DB SKG SK,3y,f,RUN AWAY AND HIDE (USA)- KIRMIZILI KIZ / VICTORY GALLOP (CAN),RUN AWAY AND HIDE (USA),KIRMIZILI KIZ,VICTORY GALLOP (CAN),54,ALİ YILDIZ,ALİ ÇELİK;,ŞAKİR ÇELİK,2.14.40,20.2,2,4,5,45 Lengths,,50,Condition 5,Undefined,3 Years Old,English,1900,Dirt,Good Going,1.58.31
2024-01-11,İzmir,5,5,ULTRA BERYL,KG SK,3y,f,RUN AWAY AND HIDE (USA)- ENDAM / BIN AJWAAD (IRE),RUN AWAY AND HIDE (USA),ENDAM,BIN AJWAAD (IRE),54,HÜSEYİN ŞİMŞEK,DURAN TEKELİ,DURAN TEKELİ,2.21.54,52.95,1,5,2,,,0,Condition 5,Undefined,3 Years Old,English,1900,Dirt,Good Going,1.58.31
2024-01-11,İzmir,6,1,GUTSHOT,KG K DB,4y,m,MALİ- LADY SMITH / PERFECT STORM,MALİ,LADY SMITH,PERFECT STORM,58,İBRAHİM SEFA SÖĞÜT,ÇAĞDAŞ CAN ÇUBUKÇU,CENGİZ TEKİN KÖSE,1.42.70,7.55,7,4,3,Half Lengths,,63,Handicap 15,Undefined,4 Years Old and Up,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,6,2,CRAZY HORSE,KG DB SK,4y,f,MENDIP (USA)- MAMMA MIA / ROYAL ABJAR (USA),MENDIP (USA),MAMMA MIA,ROYAL ABJAR (USA),50,MERT UYAR,NANCY KİBAR,ŞAKİR ÇELİK,1.42.78,13.8,4,7,13,"1,5 Lengths",,40,Handicap 15,Undefined,4 Years Old and Up,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,6,3,SABIRLI KÖRPE,DB SKG SK,4y,m,YILDIRIMBEY- ŞAH SULTAN / LUXOR,YILDIRIMBEY,ŞAH SULTAN,LUXOR,50,SİNAN AKŞIN,MEFTUNE KÜRPE,MEHMET KAYA,1.42.96,51.5,1,14,7,Nose,,38,Handicap 15,Undefined,4 Years Old and Up,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,6,4,CATANZARO,KG DB SK,4y,m,GRAYSTORM- GOODMARY / ALL THE GOOD (IRE),GRAYSTORM,GOODMARY,ALL THE GOOD (IRE),58,ERHAN AKTUĞ,MUSTAFA ÖZYAZICI,HASAN TOP,1.42.97,20.15,2,9,4,2 Lengths,,57,Handicap 15,Undefined,4 Years Old and Up,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,6,5,BRAVE THE STORM,DB SKG SK,4y,m,SIDNEY'S CANDY (USA)- CRAZY PARTY (USA) / A.P.INDY (USA),SIDNEY'S CANDY (USA),CRAZY PARTY (USA),A.P.INDY (USA),59,GÖKHAN GÖKÇE,IŞIL GÜNEŞ,YUSUF AÇIL,1.43.31,2.85,20,1,6,,,59,Handicap 15,Undefined,4 Years Old and Up,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,6,6,KING USTA,SKG SK,4y,m,PAPA CLEM (USA)- YAĞIŞIM / VELOCIRAPTOR (GB),PAPA CLEM (USA),YAĞIŞIM,VELOCIRAPTOR (GB),61,MUHAMMED MİR BİLGİN,MURAT ÇELİK,MUSTAFA BALIK,1.43.93,10.0,9,3,2,,,63,Handicap 15,Undefined,4 Years Old and Up,English,1600,Dirt,Good Going,1.38.10
2024-01-11,İzmir,6,7,GET WIND,KG K,4y,m,SIDNEY'S CANDY (USA)- ALAYEL / ROYAL ABJAR (USA),SIDNEY'S CANDY (USA),ALAYEL,ROYAL ABJAR (USA),60,ÖZCAN YILDIRIM,ERCÜMENT ADRİYATİK,HIDIR DURMUŞ,1.44.31,3.3,20,2,5,,,61,Handicap 15,Undefined,4 Years Old and Up,English,1600,Dirt,Good Going,1.38.10
