race_date,race_city,race_no,result,horse_name,horse_accessories,horse_age,horse_sex,horse_origin,horse_sire,horse_dam,hors_broodmare_sire,jockey_weight,jockey_name,horse_owner,horse_trainer,horse_race_degree,horse_win_value,horse_psf_rate,horse_psf_rank,Horse_starting_box_no,horse_margin,horse_late_start,horse_rate,race_type,race_sex_group,race_age_group,race_race_group,race_length,race_track_type,race_track_condition,best_rating
2024-01-01,Bursa,1,1,MY REVERIE,KG K DB,3y,f,BLUEGRASS CAT (USA)- LEGALLY INCLUDED (USA) / INCLUDE (USA),BLUEGRASS CAT (USA),LEGALLY INCLUDED (USA),INCLUDE (USA),56,TUGAY ALICI,NİMET ARİF KURTEL,TAMER TURAN,1.31.26,1.5,49,1,1,9 Lengths,,42,Condition 2,Undefined,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-01,Bursa,1,2,NOBLE WOMAN,KG DB SK,3y,f,SCARFACE- PROVIDENCE / SRI PEKAN (USA),SCARFACE,PROVIDENCE,SRI PEKAN (USA),58,ONUR YILDIZ,AHMET KURT,TUNCAY PELEN,1.33.05,3.75,20,2,4,Half Lengths,,43,Condition 2,Undefined,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-01,Bursa,1,3,ÇİSEM SULTAN,KG K DB SGKR,3y,f,SMART ROBIN (JPN)- SNOOZY TIMES / ROYAL ABJAR (USA),SMART ROBIN (JPN),SNOOZY TIMES,ROYAL ABJAR (USA),56,SELİM İPEK,BÜLENT BAYBURAN,KAZIM ŞENGEL,1.33.17,28.7,3,6,3,3 Lengths,,33,Condition 2,Undefined,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-01,Bursa,1,4,OKYANUS GÜZELİ,SKG SK,3y,f,SIDNEY'S CANDY (USA)- NURSENA / SCARFACE,SIDNEY'S CANDY (USA),NURSENA,SCARFACE,56,OĞUZ EREN,DİLEK ÖKTEN,ALİ RIZA AYDIN,1.33.65,14.85,3,5,6,4 Lengths,,39,Condition 2,Undefined,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-01,Bursa,1,5,MOUNTAIN LION,DB SK,3y,m,LION HEART (USA)- SAN MARINO / SRI PEKAN (USA),LION HEART (USA),SAN MARINO,SRI PEKAN (USA),57,BERKANT GÖKÇE,SEMİH KATI,MURAT TÜRKOĞLU,1.34.30,4.55,17,3,5,,,51,Condition 2,Undefined,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-01,Bursa,1,6,KING UĞUR,KG DB SK,3y,m,PIANO SONATA- DOLPHINE / DOMINO EFFECT,PIANO SONATA,DOLPHINE,DOMINO EFFECT,58,YUNUS EMRE YÜKSEL,ALİ OSMAN ARSLAN,SEDAT KOÇAK,1.37.55,9.9,7,4,2,,,42,Condition 2,Undefined,3 Years Old,English,1400,Dirt,Good Going,1.24.50
2024-01-01,Bursa,2,1,ÇELİK EFE,K DB,4y,m,JOKER- GÜLŞİRİN / SAĞANAK,JOKER,GÜLŞİRİN,SAĞANAK,58,MAHMUT TURAN,İBRAHİM ÇELİK,KADİR TURAN,1.42.45,6.35,16,3,5,3 Lengths,,27,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,2,2,EYLÜLLİZE,KG K DB,4y,f,YAKUPBEY- AŞKANA / ODİNHAN,YAKUPBEY,AŞKANA,ODİNHAN,53,SEZER ÇELİK,İBRAHİM YÖNTEM,FERDİ KIRAN,1.43.00,17.5,3,7,7,3 Lengths,,28,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,2,3,PARİS ÖZLEMİ,,4y,f,SİLAH- PARİS / DEMİRKAZIK,SİLAH,PARİS,DEMİRKAZIK,56,ÇETİN OK,MUHAMMET YAĞMURLU,EYLEM GÜN GÜNEŞ,1.43.56,21.95,2,6,8,"1,5 Lengths","1,5 Lengths",0,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,2,4,HAS TARKAN,KG K,4y,m,BİLGİN- TACİSERİM / AYABAKAN,BİLGİN,TACİSERİM,AYABAKAN,56,YUNUS EMRE YÜKSEL,HAKKI TARIK DİKENCİK,MELEK ÖZGÜL,1.43.79,1.75,34,1,4,Nose,,33,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,2,5,COŞDUR,KG DB SK,4y,m,COŞARTAY- DURAK / DEMİRKAZIK,COŞARTAY,DURAK,DEMİRKAZIK,58,MEHMET AKYAVUZ,ÖMER ALTIN,MİKAİL ALTIN,1.43.80,6.35,14,4,9,,,31,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,2,6,ALAGÖZLÜM,KG K,4y,f,KAYAYÜREKLİ- ÇITIRKIZ / BİLGİN,KAYAYÜREKLİ,ÇITIRKIZ,BİLGİN,56,TUGAY ALICI,ABDULLAH ALAGÖZ,İSMAİL ALPUĞUR,1.44.66,14.85,6,5,3,,,27,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,2,7,İSKİLİP ŞAHI,KG,4y,m,BİLGİN- MAHMURKIZ / SERGEN,BİLGİN,MAHMURKIZ,SERGEN,58,OĞUZ EREN,KENAN ELALDI,KENAN ELALDI,1.48.28,37.95,2,8,2,,,0,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,2,8,TAARUZ,,4y,m,JOKER- GÜNEBAKIŞ / BERKAYBEY,JOKER,GÜNEBAKIŞ,BERKAYBEY,55,CEM ALTUN,MUHAMMET YAĞMURLU,EYLEM GÜN GÜNEŞ,1.50.09,21.95,2,6,6,,,11,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,2,9,PINAR AĞASI,KG DB,4y,m,YÜREKKAYA- İZMİRGÜLÜ / DAĞHANBEY,YÜREKKAYA,İZMİRGÜLÜ,DAĞHANBEY,58,HÜSEYİN TURAN,EKREM BİRDEN,TOROS KIYAS,1.50.80,3.75,22,2,1,,,37,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,3,1,CANIM İLAYDA,KG K,3y,f,LION HEART (USA)- ALYA / KANEKO,LION HEART (USA),ALYA,KANEKO,55,ALİ YILDIZ,MEHMET SARP,ŞAHİN AKDUMAN,1.17.02,1.85,66,1,3,"3,5 Lengths",,57,Condition 3,Female,3 Years Old,English,1200,Dirt,Good Going,1.11.37
2024-01-01,Bursa,3,2,HIGH VOLUME,K DB,3y,f,FLY BY ME- RIJA (IRE) / LION HEART (USA),FLY BY ME,RIJA (IRE),LION HEART (USA),55,TUGAY ALICI,KEMAL KURT,SERGEN GÖKÇE,1.17.57,1.85,26,2,4,Half Lengths,,41,Condition 3,Female,3 Years Old,English,1200,Dirt,Good Going,1.11.37
2024-01-01,Bursa,3,3,SPECTRE GIRL,KG DB SK,3y,f,TOCCET (USA)- AKYAKALIKIZ / PRESSING (IRE),TOCCET (USA),AKYAKALIKIZ,PRESSING (IRE),51,ÇAĞLAR TAŞCI,CANER ARIK,SERHAT ÖNDER,1.17.66,5.9,5,3,5,6 Lengths,,40,Condition 3,Female,3 Years Old,English,1200,Dirt,Good Going,1.11.37
2024-01-01,Bursa,3,4,SNOW QUEEN,K,3y,f,JUNGLE MAN- CRESSIDA / MENDIP (USA),JUNGLE MAN,CRESSIDA,MENDIP (USA),53,YUNUS EMRE YÜKSEL,HÜSEYİN CAN,CİHAN YİĞİT,1.18.76,16.05,2,4,1,"8,5 Lengths",,22,Condition 3,Female,3 Years Old,English,1200,Dirt,Good Going,1.11.37
2024-01-01,Bursa,3,5,İSKENDERUNLU SUAT,KG DB SK,3y,f,BULDUM BAK- SUATIN KIZI / WEST BY WEST (USA),BULDUM BAK,SUATIN KIZI,WEST BY WEST (USA),53,SEZER ÇELİK,DİLEK BURAN,SABRİ ARSLAN,1.20.36,23.05,1,5,2,,,0,Condition 3,Female,3 Years Old,English,1200,Dirt,Good Going,1.11.37
2024-01-01,Bursa,4,1,DÜNDARZADE,KG K,5y,m,KAIZBERT (RU)- SİBELİN KIZI / HABERBATUR,KAIZBERT (RU),SİBELİN KIZI,HABERBATUR,57,TOLGA YILDIZ,MERT ÇELİK,SERHAT ÖNDER,2.22.75,2.65,22,2,1,3 Lengths,,92,Condition 4,Undefined,4 Years Old and Up,Arabian,2000,Dirt,Good Going,2.18.40
2024-01-01,Bursa,4,2,HIZLI EMEL,KG DB SK,5y,m,HIZLITAY- EMEL HALA / BEYEFENDİ,HIZLITAY,EMEL HALA,BEYEFENDİ,57,HALİL KAPLAN,CÜNEYT YILDIZHAN,VELİ AKBULUT,2.23.23,4.25,17,3,5,Head,,85,Condition 4,Undefined,4 Years Old and Up,Arabian,2000,Dirt,Good Going,2.18.40
2024-01-01,Bursa,4,3,SİNOPLU MERVE,KG,8y,f,BİLGİN- SÜBEYHİKIZI / ÖZGÜNHAN,BİLGİN,SÜBEYHİKIZI,ÖZGÜNHAN,55,ONUR YILDIZ,HAKKI TARIK DİKENCİK,MELEK ÖZGÜL,2.23.26,3.0,28,1,2,"3,5 Lengths",,95,Condition 4,Undefined,4 Years Old and Up,Arabian,2000,Dirt,Good Going,2.18.40
2024-01-01,Bursa,4,4,EYMENAĞA,KG DB SK,7y,m,KARAKEMAL- ZÜMRANUR / DEMİRKIR,KARAKEMAL,ZÜMRANUR,DEMİRKIR,57,ALİ YILDIZ,MEHMET SARP,ŞAHİN AKDUMAN,2.23.87,14.55,6,7,4,Half Lengths,,84,Condition 4,Undefined,4 Years Old and Up,Arabian,2000,Dirt,Good Going,2.18.40
2024-01-01,Bursa,4,5,ŞAHSEKİN,,6y,m,FAZIL AĞA- KORKUT ELİF / RİKARDO,FAZIL AĞA,KORKUT ELİF,RİKARDO,55,KAANCAN GÖKÇE,CAHİT SEKİN,DILŞA KAYA,2.23.96,14.45,8,6,7,,3 Lengths,81,Condition 4,Undefined,4 Years Old and Up,Arabian,2000,Dirt,Good Going,2.18.40
2024-01-01,Bursa,4,6,ERDOĞDU,KG SK,7y,m,HIZLITAY- MAHARET / TIKI TORK KU (US),HIZLITAY,MAHARET,TIKI TORK KU (US),57,ONUR ATMACA,DİLEK BURAN,SABRİ ARSLAN,2.28.25,6.6,10,4,6,,,86,Condition 4,Undefined,4 Years Old and Up,Arabian,2000,Dirt,Good Going,2.18.40
2024-01-01,Bursa,4,7,FIRAT BABA,DB,7y,m,TOŞUR- AYA BENZER / YALAZ,TOŞUR,AYA BENZER,YALAZ,57,MEHMET AKYAVUZ,ALPAY DEMİREL,İLYAS CANPOLAT,2.29.03,12.5,8,5,8,,2 Lengths,84,Condition 4,Undefined,4 Years Old and Up,Arabian,2000,Dirt,Good Going,2.18.40
2024-01-01,Bursa,4,8,HAVZALI,KG DB SK,7y,f,ÖZHABER- NURHANIM / BAMKA.3,ÖZHABER,NURHANIM,BAMKA.3,55,SEZER ÇELİK,RECEP KETME,DILŞA KAYA,2.36.92,32.15,2,8,3,,,65,Condition 4,Undefined,4 Years Old and Up,Arabian,2000,Dirt,Good Going,2.18.40
2024-01-01,Bursa,5,1,ISLAND BREEZE,KG K DB,4y,m,INVINCIBLE SON (IRE)- ISLAND QUEST (USA) / CAPE BLANCO (IRE),INVINCIBLE SON (IRE),ISLAND QUEST (USA),CAPE BLANCO (IRE),57,SELİM İPEK,AHMET GEÇGEL,EKREM ÇİLEK,1.22.03,2.8,24,1,1,4 Lengths,,45,Handicap 15,Undefined,4 Years Old and Up,English,1300,Dirt,Good Going,1.18.11
2024-01-01,Bursa,5,2,ÇAVDARLI,DB SKG SK,4y,m,SALVATORE- RUZİ / KANEKO,SALVATORE,RUZİ,KANEKO,63,ALİ YILDIZ,METİN AKAN,SERHAT ÖNDER,1.22.71,12.55,6,7,6,1 Lengths,,57,Handicap 15,Undefined,4 Years Old and Up,English,1300,Dirt,Good Going,1.18.11
2024-01-01,Bursa,5,3,TIROL HOPE,KG DB SK,4y,f,BOSPORUS (IRE)- HOPE / SEA HERO (USA),BOSPORUS (IRE),HOPE,SEA HERO (USA),53,SERCAN TIRPAN,BURCU KUTLU,MELİH MEHMET İNAL,1.22.84,7.1,10,5,3,Half Lengths,,37,Handicap 15,Undefined,4 Years Old and Up,English,1300,Dirt,Good Going,1.18.11
2024-01-01,Bursa,5,4,FORTUNELLO,SKG SK,5y,m,SMART ROBIN (JPN)- SPIRA (IRE) / SADLER'S WELLS (USA),SMART ROBIN (JPN),SPIRA (IRE),SADLER'S WELLS (USA),59,ZÜLFÜKAR KARABULUT,SELİN DİKENCİK,MELEK ÖZGÜL,1.22.95,7.05,12,3,5,"2,5 Lengths",,49,Handicap 15,Undefined,4 Years Old and Up,English,1300,Dirt,Good Going,1.18.11
2024-01-01,Bursa,5,5,ASİL UTKU,K,4y,m,MENDIP (USA)- BLOOMY / LUXOR,MENDIP (USA),BLOOMY,LUXOR,58,AKIN SÖZEN,CUMA YILDIRIM,EMRAH ÇUKURKAŞ,1.23.33,2.9,24,2,9,,,48,Handicap 15,Undefined,4 Years Old and Up,English,1300,Dirt,Good Going,1.18.11
2024-01-01,Bursa,5,6,STORM RUNNER,KG SK,4y,m,MENDIP (USA)- SUN STORM / ROYAL ABJAR (USA),MENDIP (USA),SUN STORM,ROYAL ABJAR (USA),58,CEM ALTUN,RUBİL GÖKÜZÜM,ÇETİN ÖZDİL,1.24.49,9.05,11,4,8,,,51,Handicap 15,Undefined,4 Years Old and Up,English,1300,Dirt,Good Going,1.18.11
2024-01-01,Bursa,5,7,RAKHSH,DB SKG SK,4y,m,DUTYFREE- FLYING BEAUTY / ROYAL ABJAR (USA),DUTYFREE,FLYING BEAUTY,ROYAL ABJAR (USA),54,ONUR ATMACA,HASAN ESAT PALAZ,YÜKSEL TALUK,1.26.38,28.15,3,8,2,,,39,Handicap 15,Undefined,4 Years Old and Up,English,1300,Dirt,Good Going,1.18.11
2024-01-01,Bursa,5,8,BEKRİ,K DB,7y,m,OĞLUMEMRE- MENGENLİ KIZ / RIVER SPECIAL (USA),OĞLUMEMRE,MENGENLİ KIZ,RIVER SPECIAL (USA),55,TUGAY ALICI,DİLEK BURAN,SABRİ ARSLAN,1.27.36,9.9,9,6,7,,15 Lengths,39,Handicap 15,Undefined,4 Years Old and Up,English,1300,Dirt,Good Going,1.18.11
2024-01-01,Bursa,5,9,POWER RHTYM,DB SKG SK,6y,m,INVINCIBLE SON (IRE)- AFRICAN SUNDANCE (USA) / JOHANNESBURG (USA),INVINCIBLE SON (IRE),AFRICAN SUNDANCE (USA),JOHANNESBURG (USA),53,ÇETİN CANPOLAT,EREN UĞUR,İSMAİL ALPUĞUR,1.30.47,33.3,2,9,4,,6 Lengths,35,Handicap 15,Undefined,4 Years Old and Up,English,1300,Dirt,Good Going,1.18.11
2024-01-01,Bursa,6,1,MUST,DB SKG SK,4y,m,LION HEART (USA)- GRADIVA (USA) / GRAND SLAM* (USA),LION HEART (USA),GRADIVA (USA),GRAND SLAM* (USA),55,AKIN SÖZEN,HALE HÜLYA ILGAZLI,GAZANFER TOKLU,1.27.87,2.05,34,1,2,1 Lengths,,73,Condition 3,Undefined,4 Years Old and Up,English,1400,Dirt,Good Going,1.24.50
2024-01-01,Bursa,6,2,MITTELMEER,KG K,5y,m,TOROK (IRE)- ROYA / MOUNTAIN CAT (USA),TOROK (IRE),ROYA,MOUNTAIN CAT (USA),56,ONUR YILDIZ,MEHMET NABİ DEMİRKOL,KAZIM ŞENGEL,1.27.99,6.4,13,4,6,4 Lengths,,69,Condition 3,Undefined,4 Years Old and Up,English,1400,Dirt,Good Going,1.24.50
2024-01-01,Bursa,6,3,KING OF SOLID,DB SKG SK,6y,m,MARCAVELLY (USA)- LITTLE RIVER / ROYAL ABJAR (USA),MARCAVELLY (USA),LITTLE RIVER,ROYAL ABJAR (USA),56,TUGAY ALICI,ABDULLAH ALAGÖZ,İSMAİL ALPUĞUR,1.28.62,16.0,4,6,4,3 Lengths,,61,Condition 3,Undefined,4 Years Old and Up,English,1400,Dirt,Good Going,1.24.50
2024-01-01,Bursa,6,4,AIRFIELD,KG DB,4y,m,DEĞİRMENDERELİ- AAPIN / BAŞPİLOT,DEĞİRMENDERELİ,AAPIN,BAŞPİLOT,52,CEM ALTUN,GÜVEN ŞAHLI,FERDİ KIRAN,1.29.03,3.5,22,2,1,1 Lengths,,70,Condition 3,Undefined,4 Years Old and Up,English,1400,Dirt,Good Going,1.24.50
2024-01-01,Bursa,6,5,ÇAYIRAĞASI,KG K DB,5y,m,EL CORREDOR (USA)- NURSENA / SCARFACE,EL CORREDOR (USA),NURSENA,SCARFACE,56,MAHMUT TURAN,DİLEK ÖKTEN,ALİ RIZA AYDIN,1.29.20,4.0,19,3,5,,2 Lengths,74,Condition 3,Undefined,4 Years Old and Up,English,1400,Dirt,Good Going,1.24.50
2024-01-01,Bursa,6,6,KAPTAN CEM,KG K DB,6y,m,OĞLUMEMRE- ÖZENKIZ / MOUNTAIN CAT (USA),OĞLUMEMRE,ÖZENKIZ,MOUNTAIN CAT (USA),53,SEZER ÇELİK,DİLEK BURAN,SABRİ ARSLAN,1.31.08,10.45,7,5,7,,,60,Condition 3,Undefined,4 Years Old and Up,English,1400,Dirt,Good Going,1.24.50
2024-01-01,Bursa,7,1,MY CENGO,KG K,4y,m,ULUER- DOST ELİ / GÜNDENİZ,ULUER,DOST ELİ,GÜNDENİZ,62,HALİL KAPLAN,GÖRKEM GEDİKOĞLU,ÖMER YILDIRIM,1.40.44,2.25,36,1,9,Lengthsun,,37,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,7,2,TRAPPER,KG DB,4y,m,KOPUZ- MESOPOTAMİA / İBOCAN,KOPUZ,MESOPOTAMİA,İBOCAN,58,MAHMUT TURAN,ERSEN BÜYÜKTÜRKLER,VOLKAN YÜKSEL,1.40.48,7.35,8,5,1,"2,5 Lengths",,26,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,7,3,AYHANBEYİM,KG SK,4y,m,SONALP- NEZAHAT / SA'D.27,SONALP,NEZAHAT,SA'D.27,56,ZÜLFÜKAR KARABULUT,AHMET ALTIN,MURAT TÜRKOĞLU,1.40.87,5.15,14,3,2,"7,5 Lengths",,30,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,7,4,EMSALSİZİM,KG DB SK,4y,f,UÇARER- EMSALSİZ / HABERBATUR,UÇARER,EMSALSİZ,HABERBATUR,56,OKAN İNCE,BURCU KUTLU,MELİH MEHMET İNAL,1.42.30,8.75,10,4,7,"1,5 Lengths",,0,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,7,5,TOZ YUTMAZ,KG,4y,m,BİLGİN- YEŞİLÇAY / ARASLI,BİLGİN,YEŞİLÇAY,ARASLI,54,KÜRŞAT YILMAZ,İSMET TURAN,YASEMİN KARAKÜÇÜK,1.42.56,41.4,1,7,5,,,13,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,7,6,ÇAKARMAN,KG K,4y,m,BATURŞAH- HAÇÇE / HABERBATUR,BATURŞAH,HAÇÇE,HABERBATUR,58,TOLGA YILDIZ,MUNİR GÖKÇE,SERHAT ÖNDER,1.43.31,3.1,27,2,8,,2 Lengths,0,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,7,7,NAS HANIM,KG K GKR,4y,f,KAYAYÜREKLİ- KANİYECAN / YALAZ,KAYAYÜREKLİ,KANİYECAN,YALAZ,56,ALİ YILDIZ,ŞEFİK ÇELİK,RAMAZAN AKDUMAN,1.43.37,20.55,3,6,6,,,23,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,7,8,KAYRAHAN BEY,KG,4y,m,KARABEDİR- DRAMATİK / ATAK,KARABEDİR,DRAMATİK,ATAK,58,ÇETİN OK,EKREM BİRDEN,TOROS KIYAS,1.47.74,35.5,1,8,10,,,12,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,7,9,AYABAKIŞ,,4y,f,EFEM- KUTLUAY / TULYAD,EFEM,KUTLUAY,TULYAD,53,CEM ALTUN,MUHAMMET YAĞMURLU,EYLEM GÜN GÜNEŞ,1.47.76,60.95,0,10,3,,,10,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,7,10,TEPKİ,K,4y,f,JOKER- MANTARKIZI / SAĞANAK,JOKER,MANTARKIZI,SAĞANAK,53,SEZER ÇELİK,BÜLENT BAYBURAN,FERDİ KIRAN,1.53.99,71.45,1,9,4,,"1,5 Lengths",0,Maiden,Undefined,4 Years Old,Arabian,1400,Dirt,Good Going,1.33.63
2024-01-01,Bursa,8,1,GALYAS CANDY,SKG SK,4y,f,SIDNEY'S CANDY (USA)- SIGNORINA STELLA / UNACCOUNTED FOR (USA),SIDNEY'S CANDY (USA),SIGNORINA STELLA,UNACCOUNTED FOR (USA),54,ALİ YILDIZ,OĞUZ DAĞLAROĞLU,MAHMUT BAYKARA,1.21.27,3.55,17,2,3,2 Lengths,,68,Condition-6,Female,4 Years Old and Up,English,1300,Dirt,Good Going,1.18.11
2024-01-01,Bursa,8,2,GOD OF LOVE,KG K DB SGKR,4y,f,VICTORY GALLOP (CAN)- MISS JUDGE / STRIKE THE GOLD (USA),VICTORY GALLOP (CAN),MISS JUDGE,STRIKE THE GOLD (USA),55,MEHMET AKYAVUZ,MUSA GÜNDÜZELİ,DILŞA KAYA,1.21.57,1.45,56,1,5,3 Lengths,,84,Condition-6,Female,4 Years Old and Up,English,1300,Dirt,Good Going,1.18.11
2024-01-01,Bursa,8,3,ÖZAY SUZANANA,DB SKG SK,6y,f,BOSPORUS (IRE)- WAIT FOR SPRING (USA) / SEEKING THE GOLD (USA),BOSPORUS (IRE),WAIT FOR SPRING (USA),SEEKING THE GOLD (USA),55,AKIN SÖZEN,SEZAİ ÖZKAN,FERHAT İÇSEL,1.22.02,5.1,15,3,1,4 Lengths,,67,Condition-6,Female,4 Years Old and Up,English,1300,Dirt,Good Going,1.18.11
2024-01-01,Bursa,8,4,ZİSİNO,DB SKG SK,4y,f,WIN RIVER WIN (USA)- NESRİN SULTAN / STRIKE THE GOLD (USA),WIN RIVER WIN (USA),NESRİN SULTAN,STRIKE THE GOLD (USA),55,TOLGA YILDIZ,GAMZE YAZICI,MURAT ESİN,1.22.62,12.0,6,4,2,7 Lengths,2 Lengths,69,Condition-6,Female,4 Years Old and Up,English,1300,Dirt,Good Going,1.18.11
2024-01-01,Bursa,8,5,İŞİN ASLI,K DB,8y,f,AGRESIVO (USA)- DONT MAKE ME CRY / OKAWANGO (USA),AGRESIVO (USA),DONT MAKE ME CRY,OKAWANGO (USA),55,ALİCAN İNCİ,BEKTAŞ YILDIRIM,BEKTAŞ YILDIRIM,1.23.91,10.3,5,5,4,,,62,Condition-6,Female,4 Years Old and Up,English,1300,Dirt,Good Going,1.18.11
2024-01-01,Bursa,9,1,BERCA TORUNU,SKG SK,5y,f,BERKCAN- HEYCAN BİR / SERDARHAN,BERKCAN,HEYCAN BİR,SERDARHAN,54,MAHMUT TURAN,RAMAZAN BAĞ,EKREM ÇİLEK,2.10.85,13.95,5,6,2,7 Lengths,,30,Handicap 14,Female,4 Years Old and Up,Arabian,1800,Dirt,Good Going,2.03.83
2024-01-01,Bursa,9,2,AŞK VE GURUR,KG K,4y,f,BAHARŞAH- GÜL FIRTINASI / GÜNCANHAN,BAHARŞAH,GÜL FIRTINASI,GÜNCANHAN,55,KÜRŞAT YILMAZ,FATİH TUNCER,REŞAT KILIÇ,2.12.11,31.45,3,8,1,"2,5 Lengths",,44,Handicap 14,Female,4 Years Old and Up,Arabian,1800,Dirt,Good Going,2.03.83
2024-01-01,Bursa,9,3,LOLAN GÜZELİ,DB,9y,f,ÖZDURAN- GÜRGÖZE / ÖZGÜNHAN,ÖZDURAN,GÜRGÖZE,ÖZGÜNHAN,54,ALİCAN İNCİ,EKREM BİRDEN,TOROS KIYAS,2.12.53,7.25,11,4,7,Head,,29,Handicap 14,Female,4 Years Old and Up,Arabian,1800,Dirt,Good Going,2.03.83
2024-01-01,Bursa,9,4,FADİK,KG SK,8y,f,HIZLITAY- ALGUFRE / ALBATUR,HIZLITAY,ALGUFRE,ALBATUR,61,ZÜLFÜKAR KARABULUT,HAKKI TARIK DİKENCİK,MELEK ÖZGÜL,2.12.55,1.85,37,1,4,4 Lengths,,45,Handicap 14,Female,4 Years Old and Up,Arabian,1800,Dirt,Good Going,2.03.83
2024-01-01,Bursa,9,5,KUĞU GÜZELİ,DB SKG,11y,f,CAŞ- KUĞU / PEGASUS,CAŞ,KUĞU,PEGASUS,51,ONUR YILDIZ,SELİN DİKENCİK,MELEK ÖZGÜL,2.13.23,1.85,3,1,6,,,23,Handicap 14,Female,4 Years Old and Up,Arabian,1800,Dirt,Good Going,2.03.83
2024-01-01,Bursa,9,6,TATLIÇAĞ,KG K DB,7y,f,ALTAHA- TÜKENMEZ / HÜRBATUR,ALTAHA,TÜKENMEZ,HÜRBATUR,60,SEZER ÇELİK,DİLEK BURAN,SABRİ ARSLAN,2.14.03,9.7,6,5,9,,,47,Handicap 14,Female,4 Years Old and Up,Arabian,1800,Dirt,Good Going,2.03.83
2024-01-01,Bursa,9,7,NEVESTA,KG DB SK,4y,f,CANKARDEŞLER- KOBAT / İZBATUR,CANKARDEŞLER,KOBAT,İZBATUR,57,ÇETİN OK,SERKAN ALSANCAK,RAMAZAN AKDUMAN,2.14.18,5.5,14,2,5,,7 Lengths,42,Handicap 14,Female,4 Years Old and Up,Arabian,1800,Dirt,Good Going,2.03.83
2024-01-01,Bursa,9,8,BAL PERİSİ,KG K,4y,f,ULUER- ASTURBO / TURBO,ULUER,ASTURBO,TURBO,55,SERCAN TIRPAN,LEVENT ŞENTÜRK,ALİ RIZA AYDIN,2.16.57,18.3,2,10,10,,,37,Handicap 14,Female,4 Years Old and Up,Arabian,1800,Dirt,Good Going,2.03.83
2024-01-01,Bursa,9,9,YEŞİLPINAR,KG SK,5y,f,KAIZBERT (RU)- HELENAZ / GOBAKBEY,KAIZBERT (RU),HELENAZ,GOBAKBEY,54,HÜSEYİN TURAN,MUNİR GÖKÇE,SERHAT ÖNDER,2.16.58,17.55,4,7,8,,,36,Handicap 14,Female,4 Years Old and Up,Arabian,1800,Dirt,Good Going,2.03.83
2024-01-01,Bursa,9,10,KARAVAŞ,KG DB SK,8y,f,BİLGİN- MENENGİÇ / ANTEPLİ,BİLGİN,MENENGİÇ,ANTEPLİ,54,ERHAN AKKAYA,FATMA GÜL ALTIN,TOROS KIYAS,2.19.10,19.6,3,9,3,,,35,Handicap 14,Female,4 Years Old and Up,Arabian,1800,Dirt,Good Going,2.03.83
2024-01-01,Bursa,9,11,ÖREN HANIM,KG DB SK,5y,f,ALTAHA- MİHRİŞAH / SÜLO,ALTAHA,MİHRİŞAH,SÜLO,55,ALİ YILDIZ,ENES DEMİR,KAZIM ŞENGEL,2.20.12,8.75,12,3,11,,,32,Handicap 14,Female,4 Years Old and Up,Arabian,1800,Dirt,Good Going,2.03.83
